scope_code,scope_name,year,series_id,series_name,value,status,source,source_url,source_note
USA,United States,2008,overall_balance,Overall balance,-6.6120,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2008,primary_balance,Primary balance,-4.5890,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2008,revenue,Revenue,30.5320,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2008,primary_expenditure,Primary expenditure,35.1210,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2008,gross_debt,Gross debt,73.8440,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2008,net_debt,Net debt,49.7260,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2009,overall_balance,Overall balance,-13.1770,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2009,primary_balance,Primary balance,-11.2880,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2009,revenue,Revenue,28.2220,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2009,primary_expenditure,Primary expenditure,39.5100,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2009,gross_debt,Gross debt,87.0710,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2009,net_debt,Net debt,60.5650,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2010,overall_balance,Overall balance,-10.9930,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2010,primary_balance,Primary balance,-8.9660,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2010,revenue,Revenue,28.7700,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2010,primary_expenditure,Primary expenditure,37.7360,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2010,gross_debt,Gross debt,95.6510,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2010,net_debt,Net debt,66.9720,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2011,overall_balance,Overall balance,-9.7160,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2011,primary_balance,Primary balance,-7.4190,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2011,revenue,Revenue,29.0800,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2011,primary_expenditure,Primary expenditure,36.4990,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2011,gross_debt,Gross debt,100.0270,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2011,net_debt,Net debt,73.5330,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2012,overall_balance,Overall balance,-8.1140,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2012,primary_balance,Primary balance,-5.9050,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2012,revenue,Revenue,29.1090,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2012,primary_expenditure,Primary expenditure,35.0140,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2012,gross_debt,Gross debt,103.6670,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2012,net_debt,Net debt,77.9120,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2013,overall_balance,Overall balance,-4.5610,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2013,primary_balance,Primary balance,-2.5840,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2013,revenue,Revenue,31.2220,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2013,primary_expenditure,Primary expenditure,33.8060,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2013,gross_debt,Gross debt,105.0150,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2013,net_debt,Net debt,78.8000,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2014,overall_balance,Overall balance,-4.0260,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2014,primary_balance,Primary balance,-2.0560,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2014,revenue,Revenue,31.2980,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2014,primary_expenditure,Primary expenditure,33.3540,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2014,gross_debt,Gross debt,104.9420,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2014,net_debt,Net debt,79.6800,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2015,overall_balance,Overall balance,-3.5300,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2015,primary_balance,Primary balance,-1.6920,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2015,revenue,Revenue,31.5010,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2015,primary_expenditure,Primary expenditure,33.1930,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2015,gross_debt,Gross debt,105.4420,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2015,net_debt,Net debt,79.9650,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2016,overall_balance,Overall balance,-4.3560,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2016,primary_balance,Primary balance,-2.3740,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2016,revenue,Revenue,30.9770,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2016,primary_expenditure,Primary expenditure,33.3510,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2016,gross_debt,Gross debt,107.4050,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2016,net_debt,Net debt,80.9800,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2017,overall_balance,Overall balance,-4.7940,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2017,primary_balance,Primary balance,-2.7810,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2017,revenue,Revenue,30.4000,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2017,primary_expenditure,Primary expenditure,33.1810,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2017,gross_debt,Gross debt,106.4030,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2017,net_debt,Net debt,79.1840,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2018,overall_balance,Overall balance,-5.3350,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2018,primary_balance,Primary balance,-3.1010,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2018,revenue,Revenue,30.0140,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2018,primary_expenditure,Primary expenditure,33.1150,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2018,gross_debt,Gross debt,107.6530,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2018,net_debt,Net debt,79.8510,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2019,overall_balance,Overall balance,-5.8050,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2019,primary_balance,Primary balance,-3.5280,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2019,revenue,Revenue,30.0140,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2019,primary_expenditure,Primary expenditure,33.5420,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2019,gross_debt,Gross debt,108.7850,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2019,net_debt,Net debt,81.5570,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2020,overall_balance,Overall balance,-14.1270,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2020,primary_balance,Primary balance,-12.0770,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2020,revenue,Revenue,30.6090,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2020,primary_expenditure,Primary expenditure,42.6860,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2020,gross_debt,Gross debt,132.5520,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2020,net_debt,Net debt,95.9350,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2021,overall_balance,Overall balance,-11.4610,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2021,primary_balance,Primary balance,-9.1930,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2021,revenue,Revenue,31.7620,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2021,primary_expenditure,Primary expenditure,40.9550,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2021,gross_debt,Gross debt,125.0480,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2021,net_debt,Net debt,95.1840,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2022,overall_balance,Overall balance,-3.7220,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2022,primary_balance,Primary balance,-0.9890,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2022,revenue,Revenue,33.0750,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2022,primary_expenditure,Primary expenditure,34.0640,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2022,gross_debt,Gross debt,119.1450,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2022,net_debt,Net debt,91.3070,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2023,overall_balance,Overall balance,-7.8870,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2023,primary_balance,Primary balance,-4.7590,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2023,revenue,Revenue,29.6220,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2023,primary_expenditure,Primary expenditure,34.3810,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2023,gross_debt,Gross debt,119.9630,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2023,net_debt,Net debt,93.9730,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2024,overall_balance,Overall balance,-7.8580,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2024,primary_balance,Primary balance,-4.3710,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2024,revenue,Revenue,29.8790,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2024,primary_expenditure,Primary expenditure,34.2500,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2024,gross_debt,Gross debt,122.2700,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2024,net_debt,Net debt,95.6690,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2025,overall_balance,Overall balance,-6.8240,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2025,primary_balance,Primary balance,-3.1700,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2025,revenue,Revenue,30.8800,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2025,primary_expenditure,Primary expenditure,34.0500,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2025,gross_debt,Gross debt,123.8860,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2025,net_debt,Net debt,96.6960,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2026,overall_balance,Overall balance,-7.5020,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2026,primary_balance,Primary balance,-3.6680,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2026,revenue,Revenue,30.4370,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2026,primary_expenditure,Primary expenditure,34.1050,projection,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2026,gross_debt,Gross debt,125.7810,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2026,net_debt,Net debt,98.5270,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2027,overall_balance,Overall balance,-7.3740,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2027,primary_balance,Primary balance,-3.5170,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2027,revenue,Revenue,30.5310,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2027,primary_expenditure,Primary expenditure,34.0480,projection,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2027,gross_debt,Gross debt,128.5760,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2027,net_debt,Net debt,101.2610,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2028,overall_balance,Overall balance,-7.5950,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2028,primary_balance,Primary balance,-3.6560,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2028,revenue,Revenue,30.3830,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2028,primary_expenditure,Primary expenditure,34.0390,projection,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2028,gross_debt,Gross debt,132.1340,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2028,net_debt,Net debt,104.8370,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2029,overall_balance,Overall balance,-7.4530,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2029,primary_balance,Primary balance,-3.3690,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2029,revenue,Revenue,30.3960,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2029,primary_expenditure,Primary expenditure,33.7650,projection,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2029,gross_debt,Gross debt,135.5270,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2029,net_debt,Net debt,108.3390,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2030,overall_balance,Overall balance,-7.4650,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2030,primary_balance,Primary balance,-3.2660,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2030,revenue,Revenue,30.6480,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2030,primary_expenditure,Primary expenditure,33.9140,projection,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2030,gross_debt,Gross debt,138.8970,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2030,net_debt,Net debt,111.8960,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2031,overall_balance,Overall balance,-7.3890,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2031,primary_balance,Primary balance,-3.0810,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2031,revenue,Revenue,30.7610,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2031,primary_expenditure,Primary expenditure,33.8420,projection,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
USA,United States,2031,gross_debt,Gross debt,142.1130,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
USA,United States,2031,net_debt,Net debt,115.3710,projection,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
JPN,Japan,1980,overall_balance,Overall balance,-4.3160,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
JPN,Japan,1980,primary_balance,Primary balance,-3.1750,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
JPN,Japan,1980,revenue,Revenue,25.7360,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
JPN,Japan,1980,primary_expenditure,Primary expenditure,28.9110,actual,IMF WEO / derived,https://data.imf.org/Datasets/WEO,Primary expenditure = revenue - primary balance.
JPN,Japan,1980,gross_debt,Gross debt,41.4230,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
JPN,Japan,1980,net_debt,Net debt,17.0300,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
JPN,Japan,1981,overall_balance,Overall balance,-3.7660,actual,IMF WEO,https://data.imf.org/Datasets/WEO,April 2026 vintage; general government; percent of GDP; Fiscal Monitor used only where WEO is unavailable.
