"date","chart_id","series_id","series_name","country","value","axis","unit","source","source_url","frequency","source_note"
"2023-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.962,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2023-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.125,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2023-11-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",-0.229,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2023-12-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",4.129,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-01-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.435,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-02-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.187,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-03-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.363,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-04-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.358,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-05-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.642,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-06-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.268,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-07-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.71,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2014-08-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.203,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2014-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.713,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2014-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.047,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2014-11-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",4.675,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2014-12-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",-0.227,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-02-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.319,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2018-05-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",4.274,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2018-06-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",-1.56,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2018-07-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.523,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2018-08-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.242,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-06-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.55,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-07-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.397,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-08-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.267,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.651,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.426,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-11-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.848,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-12-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.613,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2026-01-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.612,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2026-02-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.474,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2026-03-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.328,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2026-04-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.997,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-04-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.297,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-05-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.613,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-06-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",-0.282,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-07-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.139,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-08-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.505,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.265,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.418,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-11-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.696,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2016-12-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.902,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-01-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.725,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-02-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.033,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-03-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.023,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-04-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.55,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-05-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.245,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-06-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.269,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-07-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.81,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-08-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.048,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.013,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2017-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",-1.707,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-08-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.552,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.596,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.103,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-11-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.805,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2024-12-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.974,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2025-01-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.015,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2021-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",5.076,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2021-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",3.296,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2021-11-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",7.052,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2021-12-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.011,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2018-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.494,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2018-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.919,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2018-11-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",-1.221,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2018-12-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.861,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-01-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.396,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-02-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.142,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-03-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.981,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-04-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.39,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-05-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.569,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-06-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",2.178,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-07-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",-0.536,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-08-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.311,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-09-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.902,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-10-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.275,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-11-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.04,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2019-12-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",0.928,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2020-01-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",-0.734,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
"2020-02-01","hicp_core_rates","hicp_core_mom_saar_legacy","% MoM SAAR","Euro Area",1.255,"left","%","Eurostat HICP / Legacy X-13/X-11","https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en","monthly","Legacy X-13ARIMA-SEATS seasonal adjustment in X-11 mode from 2012 using Eurostat NSA HICP index."
