"date","index","is_flash_extension"
2023-09-01,99.4452260689638,FALSE
2023-10-01,99.6342759664091,FALSE
2023-11-01,99.6385344567697,FALSE
2023-12-01,99.770464042061,FALSE
2024-01-01,99.9681489359112,FALSE
2024-02-01,100.148955921989,FALSE
2024-03-01,100.090786013959,FALSE
2024-04-01,100.229341517196,FALSE
2024-05-01,100.366550607371,FALSE
2024-06-01,100.30749291387,FALSE
2024-07-01,100.348332044795,FALSE
2024-08-01,100.311027802605,FALSE
2024-09-01,100.281833432187,FALSE
2024-10-01,100.288670741579,FALSE
2024-11-01,100.393226845383,FALSE
2024-12-01,100.407993572611,FALSE
2025-01-01,100.383095763481,FALSE
2025-02-01,100.449356926954,FALSE
2025-03-01,100.362743378887,FALSE
2025-04-01,100.319444864537,FALSE
2025-05-01,100.262746064538,FALSE
2025-06-01,100.381359730695,FALSE
2025-07-01,100.550921741154,FALSE
2025-08-01,100.46083976025,FALSE
2025-09-01,100.503474926825,FALSE
2025-10-01,100.408713606538,FALSE
2025-11-01,100.426888739009,FALSE
2025-12-01,100.474660169525,FALSE
2026-01-01,100.453248605919,FALSE
2026-02-01,100.566305064449,FALSE
2026-03-01,100.679672828447,FALSE
2026-04-01,100.910286591628,FALSE
2026-05-01,100.881327456953,FALSE
