"date","index","is_flash_extension"
2012-01-01,100.512335748458,FALSE
2012-02-01,100.607162713692,FALSE
2012-03-01,100.909199250249,FALSE
2012-04-01,101.207087253288,FALSE
2012-05-01,100.488903043588,FALSE
2012-06-01,99.9327989497246,FALSE
2012-07-01,99.2797044534006,FALSE
2012-08-01,99.5696209899377,FALSE
2012-09-01,99.6111811168836,FALSE
2012-10-01,99.8596934130813,FALSE
2012-11-01,99.2196326410628,FALSE
2012-12-01,99.0606707966503,FALSE
2013-01-01,99.0033581930005,FALSE
2013-02-01,99.4607599529392,FALSE
2013-03-01,99.1301690278615,FALSE
2013-04-01,98.8843925912664,FALSE
2013-05-01,98.3539436574858,FALSE
2013-06-01,98.6571791282158,FALSE
2013-07-01,98.6715305749318,FALSE
2013-08-01,98.4507568300485,FALSE
2013-09-01,98.4510275330149,FALSE
2013-10-01,98.1088400677601,FALSE
2013-11-01,98.1225681942403,FALSE
2013-12-01,98.3089716872031,FALSE
2014-01-01,98.3833670442881,FALSE
2014-02-01,98.3132905090007,FALSE
2014-03-01,98.2574494953332,FALSE
2014-04-01,98.3539893062322,FALSE
2014-05-01,98.2606962560879,FALSE
2014-06-01,98.2371688572453,FALSE
2014-07-01,98.1306621474898,FALSE
2014-08-01,98.0449553203793,FALSE
2014-09-01,97.8307659612006,FALSE
2014-10-01,97.5698178019044,FALSE
2014-11-01,97.4074213857612,FALSE
2014-12-01,96.7477148573856,FALSE
2015-01-01,96.306792456322,FALSE
2015-02-01,95.5342642868793,FALSE
2015-03-01,95.5031268885544,FALSE
2015-04-01,95.0803492826794,FALSE
2015-05-01,95.0678516382064,FALSE
2015-06-01,95.3463811348527,FALSE
2015-07-01,94.6960469990363,FALSE
2015-08-01,94.391355880873,FALSE
2015-09-01,94.1508784586457,FALSE
2015-10-01,94.2624912565357,FALSE
2015-11-01,94.4822047434379,FALSE
2015-12-01,94.057852803771,FALSE
2016-01-01,93.6887829653164,FALSE
2016-02-01,93.6183824112385,FALSE
2016-03-01,93.5413170443923,FALSE
2016-04-01,93.68356841757,FALSE
2016-05-01,93.5797699182845,FALSE
2016-06-01,93.8951610588866,FALSE
2016-07-01,93.7008709685566,FALSE
2016-08-01,93.8744484619065,FALSE
2016-09-01,93.6466470741003,FALSE
2016-10-01,93.7082468616228,FALSE
2016-11-01,93.6281991781231,FALSE
2016-12-01,93.6506150070459,FALSE
