date,geo,country,component,nsa_index,release
1996-01-01,DE,Germany,headline,75.12625410,FIN
1996-02-01,DE,Germany,headline,75.57476905,FIN
1996-03-01,DE,Germany,headline,75.65391874,FIN
1996-04-01,DE,Germany,headline,75.57476905,FIN
1996-05-01,DE,Germany,headline,75.73306844,FIN
1996-06-01,DE,Germany,headline,75.81221814,FIN
1996-07-01,DE,Germany,headline,75.95732592,FIN
1996-08-01,DE,Germany,headline,75.87817622,FIN
1996-09-01,DE,Germany,headline,75.87817622,FIN
1996-10-01,DE,Germany,headline,75.81221814,FIN
1996-11-01,DE,Germany,headline,75.73306844,FIN
1996-12-01,DE,Germany,headline,76.03647561,FIN
1997-01-01,DE,Germany,headline,76.48499056,FIN
1997-02-01,DE,Germany,headline,76.78839774,FIN
1997-03-01,DE,Germany,headline,76.70924804,FIN
1997-04-01,DE,Germany,headline,76.48499056,FIN
1997-05-01,DE,Germany,headline,76.78839774,FIN
1997-06-01,DE,Germany,headline,76.94669713,FIN
1997-07-01,DE,Germany,headline,77.17095460,FIN
1997-08-01,DE,Germany,headline,77.25010430,FIN
1997-09-01,DE,Germany,headline,77.01265521,FIN
1997-10-01,DE,Germany,headline,76.94669713,FIN
1997-11-01,DE,Germany,headline,76.94669713,FIN
1997-12-01,DE,Germany,headline,77.09180491,FIN
1998-01-01,DE,Germany,headline,77.01265521,FIN
1998-02-01,DE,Germany,headline,77.25010430,FIN
1998-03-01,DE,Germany,headline,77.09180491,FIN
1998-04-01,DE,Germany,headline,77.17095460,FIN
1998-05-01,DE,Germany,headline,77.47436178,FIN
1998-06-01,DE,Germany,headline,77.55351147,FIN
1998-07-01,DE,Germany,headline,77.77776895,FIN
1998-08-01,DE,Germany,headline,77.69861925,FIN
1998-09-01,DE,Germany,headline,77.39521208,FIN
1998-10-01,DE,Germany,headline,77.25010430,FIN
1998-11-01,DE,Germany,headline,77.25010430,FIN
1998-12-01,DE,Germany,headline,77.25010430,FIN
1999-01-01,DE,Germany,headline,77.17095460,FIN
1999-02-01,DE,Germany,headline,77.31606238,FIN
1999-03-01,DE,Germany,headline,77.47436178,FIN
1999-04-01,DE,Germany,headline,77.77776895,FIN
1999-05-01,DE,Germany,headline,77.77776895,FIN
1999-06-01,DE,Germany,headline,77.85691865,FIN
1999-07-01,DE,Germany,headline,78.22628390,FIN
1999-08-01,DE,Germany,headline,78.22628390,FIN
1999-09-01,DE,Germany,headline,78.00202642,FIN
1999-10-01,DE,Germany,headline,77.92287673,FIN
1999-11-01,DE,Germany,headline,78.00202642,FIN
1999-12-01,DE,Germany,headline,78.30543359,FIN
2000-01-01,DE,Germany,headline,78.46373299,FIN
2000-02-01,DE,Germany,headline,78.60884077,FIN
2000-03-01,DE,Germany,headline,78.56926592,FIN
2000-04-01,DE,Germany,headline,78.56926592,FIN
2000-05-01,DE,Germany,headline,78.45054137,FIN
2000-06-01,DE,Germany,headline,78.85948147,FIN
2000-07-01,DE,Germany,headline,79.18927188,FIN
2000-08-01,DE,Germany,headline,78.97820602,FIN
2000-09-01,DE,Germany,headline,79.18927188,FIN
2000-10-01,DE,Germany,headline,79.05735572,FIN
2000-11-01,DE,Germany,headline,79.13650541,FIN
2000-12-01,DE,Germany,headline,79.96757723,FIN
2001-01-01,DE,Germany,headline,79.46629582,FIN
2001-02-01,DE,Germany,headline,79.96757723,FIN
2001-03-01,DE,Germany,headline,79.98076885,FIN
2001-04-01,DE,Germany,headline,80.29736764,FIN
2001-05-01,DE,Germany,headline,80.65354127,FIN
2001-06-01,DE,Germany,headline,80.78545744,FIN
2001-07-01,DE,Germany,headline,80.93056521,FIN
2001-08-01,DE,Germany,headline,80.71949935,FIN
2001-09-01,DE,Germany,headline,80.62715804,FIN
2001-10-01,DE,Germany,headline,80.36332572,FIN
2001-11-01,DE,Germany,headline,80.19183471,FIN
2001-12-01,DE,Germany,headline,81.07567299,FIN
2002-01-01,DE,Germany,headline,81.15482269,FIN
2002-02-01,DE,Germany,headline,81.40546340,FIN
2002-03-01,DE,Germany,headline,81.53737956,FIN
2002-04-01,DE,Germany,headline,81.47142148,FIN
2002-05-01,DE,Germany,headline,81.56376279,FIN
2002-06-01,DE,Germany,headline,81.49780471,FIN
2002-07-01,DE,Germany,headline,81.77482865,FIN
2002-08-01,DE,Germany,headline,81.60333764,FIN
2002-09-01,DE,Germany,headline,81.49780471,FIN
2002-10-01,DE,Germany,headline,81.40546340,FIN
2002-11-01,DE,Germany,headline,81.10205622,FIN
2002-12-01,DE,Germany,headline,81.99908612,FIN
2003-01-01,DE,Germany,headline,81.97270289,FIN
2003-02-01,DE,Germany,headline,82.43440946,FIN
2003-03-01,DE,Germany,headline,82.51355915,FIN
2003-04-01,DE,Germany,headline,82.28930168,FIN
2003-05-01,DE,Germany,headline,82.07823582,FIN
2003-06-01,DE,Germany,headline,82.27611006,FIN
2003-07-01,DE,Germany,headline,82.48717592,FIN
2003-08-01,DE,Germany,headline,82.52675077,FIN
2003-09-01,DE,Germany,headline,82.43440946,FIN
2003-10-01,DE,Germany,headline,82.35525976,FIN
2003-11-01,DE,Germany,headline,82.18376875,FIN
2003-12-01,DE,Germany,headline,82.93569087,FIN
2004-01-01,DE,Germany,headline,82.93569087,FIN
2004-02-01,DE,Germany,headline,83.09399027,FIN
2004-03-01,DE,Germany,headline,83.42378067,FIN
2004-04-01,DE,Germany,headline,83.66122976,FIN
2004-05-01,DE,Germany,headline,83.85910400,FIN
2004-06-01,DE,Germany,headline,83.85910400,FIN
2004-07-01,DE,Germany,headline,84.13612794,FIN
2004-08-01,DE,Germany,headline,84.29442734,FIN
2004-09-01,DE,Germany,headline,83.95144532,FIN
2004-10-01,DE,Germany,headline,84.17570279,FIN
2004-11-01,DE,Germany,headline,83.80633754,FIN
2004-12-01,DE,Germany,headline,84.75613390,FIN
2005-01-01,DE,Germany,headline,84.26804410,FIN
2005-02-01,DE,Germany,headline,84.59783451,FIN
2005-03-01,DE,Germany,headline,84.91443330,FIN
2005-04-01,DE,Germany,headline,84.92762491,FIN
2005-05-01,DE,Germany,headline,85.21784047,FIN
2005-06-01,DE,Germany,headline,85.33656501,FIN
2005-07-01,DE,Germany,headline,85.74550512,FIN
2005-08-01,DE,Germany,headline,85.86422966,FIN
2005-09-01,DE,Germany,headline,86.16763683,FIN
2005-10-01,DE,Germany,headline,86.20721168,FIN
2005-11-01,DE,Germany,headline,85.73231350,FIN
2005-12-01,DE,Germany,headline,86.58976855,FIN
2006-01-01,DE,Germany,headline,86.08848714,FIN
2006-02-01,DE,Germany,headline,86.43146916,FIN
2006-03-01,DE,Germany,headline,86.47104401,FIN
2006-04-01,DE,Germany,headline,86.80083441,FIN
2006-05-01,DE,Germany,headline,86.97232542,FIN
2006-06-01,DE,Germany,headline,87.13062481,FIN
2006-07-01,DE,Germany,headline,87.53956492,FIN
2006-08-01,DE,Germany,headline,87.39445714,FIN
2006-09-01,DE,Germany,headline,86.98551704,FIN
2006-10-01,DE,Germany,headline,87.11743320,FIN
2006-11-01,DE,Germany,headline,86.98551704,FIN
2006-12-01,DE,Germany,headline,87.77701401,FIN
2007-01-01,DE,Germany,headline,87.64509784,FIN
2007-02-01,DE,Germany,headline,88.02765471,FIN
2007-03-01,DE,Germany,headline,88.21233734,FIN
2007-04-01,DE,Germany,headline,88.55531936,FIN
2007-05-01,DE,Germany,headline,88.74000199,FIN
2007-06-01,DE,Germany,headline,88.83234330,FIN
2007-07-01,DE,Germany,headline,89.25447502,FIN
2007-08-01,DE,Germany,headline,89.12255886,FIN
2007-09-01,DE,Germany,headline,89.28085825,FIN
2007-10-01,DE,Germany,headline,89.43915764,FIN
2007-11-01,DE,Germany,headline,89.92724744,FIN
2007-12-01,DE,Germany,headline,90.50767855,FIN
2008-01-01,DE,Germany,headline,90.19107977,FIN
2008-02-01,DE,Germany,headline,90.65278633,FIN
2008-03-01,DE,Germany,headline,91.14087613,FIN
2008-04-01,DE,Germany,headline,90.89023542,FIN
2008-05-01,DE,Germany,headline,91.48385815,FIN
2008-06-01,DE,Germany,headline,91.77407371,FIN
2008-07-01,DE,Germany,headline,92.35450482,FIN
2008-08-01,DE,Germany,headline,92.02471441,FIN
2008-09-01,DE,Germany,headline,91.95875633,FIN
2008-10-01,DE,Germany,headline,91.70811563,FIN
2008-11-01,DE,Germany,headline,91.19364259,FIN
2008-12-01,DE,Germany,headline,91.53662462,FIN
2009-01-01,DE,Germany,headline,91.06172643,FIN
2009-02-01,DE,Germany,headline,91.61577431,FIN
2009-03-01,DE,Germany,headline,91.43109169,FIN
2009-04-01,DE,Germany,headline,91.49704977,FIN
2009-05-01,DE,Germany,headline,91.41790007,FIN
2009-06-01,DE,Germany,headline,91.76088209,FIN
2009-07-01,DE,Germany,headline,91.73449886,FIN
2009-08-01,DE,Germany,headline,91.95875633,FIN
2009-09-01,DE,Germany,headline,91.56300785,FIN
2009-10-01,DE,Germany,headline,91.61577431,FIN
2009-11-01,DE,Germany,headline,91.47066653,FIN
2009-12-01,DE,Germany,headline,92.34131320,FIN
2010-01-01,DE,Germany,headline,91.68173239,FIN
2010-02-01,DE,Germany,headline,92.03790603,FIN
2010-03-01,DE,Germany,headline,92.55237906,FIN
2010-04-01,DE,Germany,headline,92.43365451,FIN
2010-05-01,DE,Germany,headline,92.53918744,FIN
2010-06-01,DE,Germany,headline,92.56557068,FIN
2010-07-01,DE,Germany,headline,92.81621138,FIN
2010-08-01,DE,Germany,headline,92.88216946,FIN
2010-09-01,DE,Germany,headline,92.75025330,FIN
2010-10-01,DE,Germany,headline,92.84259462,FIN
2010-11-01,DE,Germany,headline,92.92174431,FIN
2010-12-01,DE,Germany,headline,93.99026522,FIN
2011-01-01,DE,Germany,headline,93.50217542,FIN
2011-02-01,DE,Germany,headline,94.05622330,FIN
2011-03-01,DE,Germany,headline,94.64984603,FIN
2011-04-01,DE,Germany,headline,94.91367836,FIN
2011-05-01,DE,Germany,headline,94.78176219,FIN
2011-06-01,DE,Germany,headline,94.82133704,FIN
2011-07-01,DE,Germany,headline,95.23027714,FIN
2011-08-01,DE,Germany,headline,95.21708553,FIN
2011-09-01,DE,Germany,headline,95.34900169,FIN
2011-10-01,DE,Germany,headline,95.45453462,FIN
2011-11-01,DE,Germany,headline,95.42815139,FIN
2011-12-01,DE,Germany,headline,96.12730704,FIN
2012-01-01,DE,Germany,headline,95.65240886,FIN
2012-02-01,DE,Germany,headline,96.45709745,FIN
2012-03-01,DE,Germany,headline,96.87922916,FIN
2012-04-01,DE,Germany,headline,97.03752856,FIN
2012-05-01,DE,Germany,headline,96.80007947,FIN
2012-06-01,DE,Germany,headline,96.64178007,FIN
2012-07-01,DE,Germany,headline,97.01114533,FIN
2012-08-01,DE,Germany,headline,97.35412735,FIN
2012-09-01,DE,Germany,headline,97.36731896,FIN
2012-10-01,DE,Germany,headline,97.38051058,FIN
2012-11-01,DE,Germany,headline,97.24859442,FIN
2012-12-01,DE,Germany,headline,98.09285785,FIN
2013-01-01,DE,Germany,headline,97.45966028,FIN
2013-02-01,DE,Germany,headline,98.17200755,FIN
2013-03-01,DE,Germany,headline,98.66009735,FIN
2013-04-01,DE,Germany,headline,98.07966624,FIN
2013-05-01,DE,Germany,headline,98.34349856,FIN
2013-06-01,DE,Germany,headline,98.46222311,FIN
2013-07-01,DE,Germany,headline,98.91073806,FIN
2013-08-01,DE,Germany,headline,98.88435482,FIN
2013-09-01,DE,Germany,headline,98.85797159,FIN
2013-10-01,DE,Germany,headline,98.59413927,FIN
2013-11-01,DE,Germany,headline,98.81839674,FIN
2013-12-01,DE,Germany,headline,99.31967816,FIN
2014-01-01,DE,Germany,headline,98.59413927,FIN
2014-02-01,DE,Germany,headline,99.16137876,FIN
2014-03-01,DE,Germany,headline,99.43840270,FIN
2014-04-01,DE,Germany,headline,99.20095361,FIN
2014-05-01,DE,Germany,headline,99.00307937,FIN
2014-06-01,DE,Germany,headline,99.35925300,FIN
2014-07-01,DE,Germany,headline,99.64946856,FIN
2014-08-01,DE,Germany,headline,99.67585179,FIN
2014-09-01,DE,Germany,headline,99.66266018,FIN
2014-10-01,DE,Germany,headline,99.33286977,FIN
2014-11-01,DE,Germany,headline,99.34606139,FIN
2014-12-01,DE,Germany,headline,99.38563624,FIN
2015-01-01,DE,Germany,headline,98.14562432,FIN
2015-02-01,DE,Germany,headline,99.05584583,FIN
2015-03-01,DE,Germany,headline,99.67585179,FIN
2015-04-01,DE,Germany,headline,100.24309129,FIN
2015-05-01,DE,Germany,headline,100.55969008,FIN
2015-06-01,DE,Germany,headline,100.50692361,FIN
2015-07-01,DE,Germany,headline,100.86309725,FIN
2015-08-01,DE,Germany,headline,100.82352240,FIN
2015-09-01,DE,Germany,headline,100.53330684,FIN
2015-10-01,DE,Germany,headline,100.48054038,FIN
2015-11-01,DE,Germany,headline,99.53074402,FIN
2015-12-01,DE,Germany,headline,99.62308533,FIN
2016-01-01,DE,Germany,headline,98.50179795,FIN
2016-02-01,DE,Germany,headline,98.91073806,FIN
2016-03-01,DE,Germany,headline,99.82095957,FIN
2016-04-01,DE,Germany,headline,99.90010927,FIN
2016-05-01,DE,Germany,headline,100.48054038,FIN
2016-06-01,DE,Germany,headline,100.61245654,FIN
2016-07-01,DE,Germany,headline,101.21927089,FIN
2016-08-01,DE,Germany,headline,101.08735472,FIN
2016-09-01,DE,Germany,headline,101.06097149,FIN
2016-10-01,DE,Germany,headline,101.21927089,FIN
2016-11-01,DE,Germany,headline,100.25628290,FIN
2016-12-01,DE,Germany,headline,101.17969604,FIN
2017-01-01,DE,Germany,headline,100.25628290,FIN
2017-02-01,DE,Germany,headline,101.00820503,FIN
2017-03-01,DE,Germany,headline,101.28522897,FIN
2017-04-01,DE,Germany,headline,101.89204331,FIN
2017-05-01,DE,Germany,headline,101.83927685,FIN
2017-06-01,DE,Germany,headline,102.28779179,FIN
2017-07-01,DE,Germany,headline,102.89460614,FIN
2017-08-01,DE,Germany,headline,103.00013907,FIN
2017-09-01,DE,Germany,headline,102.97375584,FIN
2017-10-01,DE,Germany,headline,102.70992351,FIN
2017-11-01,DE,Germany,headline,102.03715109,FIN
2017-12-01,DE,Germany,headline,102.69673190,FIN
2018-01-01,DE,Germany,headline,101.66778583,FIN
2018-02-01,DE,Germany,headline,102.22183371,FIN
2018-03-01,DE,Germany,headline,102.97375584,FIN
2018-04-01,DE,Germany,headline,103.21120493,FIN
2018-05-01,DE,Germany,headline,104.26653422,FIN
2018-06-01,DE,Germany,headline,104.35887553,FIN
2018-07-01,DE,Germany,headline,105.15037250,FIN
2018-08-01,DE,Germany,headline,105.18994735,FIN
2018-09-01,DE,Germany,headline,105.28228867,FIN
2018-10-01,DE,Germany,headline,105.41420483,FIN
2018-11-01,DE,Germany,headline,104.18738452,FIN
2018-12-01,DE,Germany,headline,104.35887553,FIN
2019-01-01,DE,Germany,headline,103.42227079,FIN
2019-02-01,DE,Germany,headline,103.94993543,FIN
2019-03-01,DE,Germany,headline,104.39845038,FIN
2019-04-01,DE,Germany,headline,105.41420483,FIN
2019-05-01,DE,Germany,headline,105.66484553,FIN
2019-06-01,DE,Germany,headline,105.99463594,FIN
2019-07-01,DE,Germany,headline,106.42995927,FIN
2019-08-01,DE,Germany,headline,106.27165988,FIN
2019-09-01,DE,Germany,headline,106.24527665,FIN
2019-10-01,DE,Germany,headline,106.29804311,FIN
2019-11-01,DE,Germany,headline,105.45377968,FIN
2019-12-01,DE,Germany,headline,106.02101917,FIN
2020-01-01,DE,Germany,headline,105.13718089,FIN
2020-02-01,DE,Germany,headline,105.71761200,FIN
2020-03-01,DE,Germany,headline,105.77037846,FIN
2020-04-01,DE,Germany,headline,106.25846826,FIN
2020-05-01,DE,Germany,headline,106.16612695,FIN
2020-06-01,DE,Germany,headline,106.87847422,FIN
2020-07-01,DE,Germany,headline,106.37719281,FIN
2020-08-01,DE,Germany,headline,106.16612695,FIN
2020-09-01,DE,Germany,headline,105.84952816,FIN
2020-10-01,DE,Germany,headline,105.82314493,FIN
2020-11-01,DE,Germany,headline,104.72824079,FIN
2020-12-01,DE,Germany,headline,105.33505513,FIN
2021-01-01,DE,Germany,headline,106.79932453,FIN
2021-02-01,DE,Germany,headline,107.40613887,FIN
2021-03-01,DE,Germany,headline,107.85465382,FIN
2021-04-01,DE,Germany,headline,108.40870170,FIN
2021-05-01,DE,Germany,headline,108.75168372,FIN
2021-06-01,DE,Germany,headline,109.06828251,FIN
2021-07-01,DE,Germany,headline,109.72786332,FIN
2021-08-01,DE,Germany,headline,109.82020463,FIN
2021-09-01,DE,Germany,headline,110.07084534,FIN
2021-10-01,DE,Germany,headline,110.74361776,FIN
2021-11-01,DE,Germany,headline,110.96787524,FIN
2021-12-01,DE,Germany,headline,111.31085726,FIN
2022-01-01,DE,Germany,headline,112.27384524,FIN
2022-02-01,DE,Germany,headline,113.25002483,FIN
2022-03-01,DE,Germany,headline,116.08622231,FIN
2022-04-01,DE,Germany,headline,116.94367736,FIN
2022-05-01,DE,Germany,headline,118.15730605,FIN
2022-06-01,DE,Germany,headline,118.13092282,FIN
2022-07-01,DE,Germany,headline,118.96199464,FIN
2022-08-01,DE,Germany,headline,119.51604252,FIN
2022-09-01,DE,Germany,headline,122.15436575,FIN
2022-10-01,DE,Germany,headline,123.53948545,FIN
2022-11-01,DE,Germany,headline,123.52629383,FIN
2022-12-01,DE,Germany,headline,121.99606636,FIN
2023-01-01,DE,Germany,headline,122.65564716,FIN
2023-02-01,DE,Germany,headline,123.82970100,FIN
2023-03-01,DE,Germany,headline,125.06971292,FIN
2023-04-01,DE,Germany,headline,125.76886858,FIN
2023-05-01,DE,Germany,headline,125.59737757,FIN
2023-06-01,DE,Germany,headline,126.09865898,FIN
2023-07-01,DE,Germany,headline,126.70547333,FIN
2023-08-01,DE,Germany,headline,127.16717989,FIN
2023-09-01,DE,Germany,headline,127.35186252,FIN
2023-10-01,DE,Germany,headline,127.16717989,FIN
2023-11-01,DE,Germany,headline,126.30972484,FIN
2023-12-01,DE,Germany,headline,126.56036555,FIN
2024-01-01,DE,Germany,headline,126.37568292,FIN
2024-02-01,DE,Germany,headline,127.19356313,FIN
2024-03-01,DE,Germany,headline,128.01144333,FIN
2024-04-01,DE,Germany,headline,128.77655707,FIN
2024-05-01,DE,Germany,headline,129.05358101,FIN
2024-06-01,DE,Germany,headline,129.31741333,FIN
2024-07-01,DE,Germany,headline,129.96380252,FIN
2024-08-01,DE,Germany,headline,129.83188636,FIN
2024-09-01,DE,Germany,headline,129.72635343,FIN
2024-10-01,DE,Germany,headline,130.17486838,FIN
2024-11-01,DE,Germany,headline,129.35698818,FIN
2024-12-01,DE,Germany,headline,130.14848515,FIN
2025-01-01,DE,Germany,headline,129.89784444,FIN
2025-02-01,DE,Germany,headline,130.53104202,FIN
2025-03-01,DE,Germany,headline,131.01913182,FIN
2025-04-01,DE,Germany,headline,131.65232939,FIN
2025-05-01,DE,Germany,headline,131.75786232,FIN
2025-06-01,DE,Germany,headline,131.87658687,FIN
2025-07-01,DE,Germany,headline,132.37786828,FIN
2025-08-01,DE,Germany,headline,132.47020960,FIN
2025-09-01,DE,Germany,headline,132.77361677,FIN
2025-10-01,DE,Germany,headline,133.16936525,FIN
2025-11-01,DE,Germany,headline,132.65489222,FIN
2025-12-01,DE,Germany,headline,132.80000000,FIN
2026-01-01,DE,Germany,headline,132.65489222,FIN
2026-02-01,DE,Germany,headline,133.15617364,FIN
2026-03-01,DE,Germany,headline,134.69959273,FIN
2026-04-01,DE,Germany,headline,135.43832323,FIN
2026-05-01,DE,Germany,headline,135.28002384,FIN
2026-06-01,DE,Germany,headline,134.97661667,FIN
2026-07-01,DE,Germany,headline,136.13747889,FIN
1996-01-01,DE,Germany,core,80.90807650,FIN
1996-02-01,DE,Germany,core,81.35972649,FIN
1996-03-01,DE,Germany,core,81.33463482,FIN
1996-04-01,DE,Germany,core,81.09626400,FIN
1996-05-01,DE,Germany,core,81.33463482,FIN
1996-06-01,DE,Germany,core,81.53536815,FIN
1996-07-01,DE,Germany,core,81.82392231,FIN
1996-08-01,DE,Germany,core,81.87410564,FIN
1996-09-01,DE,Germany,core,81.72355564,FIN
1996-10-01,DE,Germany,core,81.57300565,FIN
1996-11-01,DE,Germany,core,81.42245565,FIN
1996-12-01,DE,Germany,core,81.76119314,FIN
1997-01-01,DE,Germany,core,82.01210980,FIN
1997-02-01,DE,Germany,core,82.43866812,FIN
1997-03-01,DE,Germany,core,82.46375979,FIN
1997-04-01,DE,Germany,core,82.07483897,FIN
1997-05-01,DE,Germany,core,82.41357645,FIN
1997-06-01,DE,Germany,core,82.53903478,FIN
1997-07-01,DE,Germany,core,82.95304727,FIN
1997-08-01,DE,Germany,core,83.04086810,FIN
1997-09-01,DE,Germany,core,82.78995144,FIN
1997-10-01,DE,Germany,core,82.58921812,FIN
1997-11-01,DE,Germany,core,82.65194728,FIN
1997-12-01,DE,Germany,core,82.86522644,FIN
1998-01-01,DE,Germany,core,82.76485978,FIN
1998-02-01,DE,Germany,core,83.14123476,FIN
1998-03-01,DE,Germany,core,83.05341393,FIN
1998-04-01,DE,Germany,core,83.00323060,FIN
1998-05-01,DE,Germany,core,83.26669309,FIN
1998-06-01,DE,Germany,core,83.45488059,FIN
1998-07-01,DE,Germany,core,83.86889307,FIN
1998-08-01,DE,Germany,core,83.93162224,FIN
1998-09-01,DE,Germany,core,83.69325141,FIN
1998-10-01,DE,Germany,core,83.55524725,FIN
1998-11-01,DE,Germany,core,83.54270142,FIN
1998-12-01,DE,Germany,core,83.64306808,FIN
1999-01-01,DE,Germany,core,83.41724309,FIN
1999-02-01,DE,Germany,core,83.74343474,FIN
1999-03-01,DE,Germany,core,83.76852641,FIN
1999-04-01,DE,Germany,core,83.46742642,FIN
1999-05-01,DE,Germany,core,83.61797641,FIN
1999-06-01,DE,Germany,core,83.73088891,FIN
1999-07-01,DE,Germany,core,84.27035973,FIN
1999-08-01,DE,Germany,core,84.23272223,FIN
1999-09-01,DE,Germany,core,83.89398474,FIN
1999-10-01,DE,Germany,core,83.74343474,FIN
1999-11-01,DE,Germany,core,83.90653057,FIN
1999-12-01,DE,Germany,core,84.06962640,FIN
2000-01-01,DE,Germany,core,83.95671390,FIN
2000-02-01,DE,Germany,core,84.00689724,FIN
2000-03-01,DE,Germany,core,83.78107224,FIN
2000-04-01,DE,Germany,core,83.90653057,FIN
2000-05-01,DE,Germany,core,83.59288475,FIN
2000-06-01,DE,Germany,core,83.76852641,FIN
2000-07-01,DE,Germany,core,84.25781389,FIN
2000-08-01,DE,Germany,core,84.09471807,FIN
2000-09-01,DE,Germany,core,83.83125557,FIN
2000-10-01,DE,Germany,core,83.79361808,FIN
2000-11-01,DE,Germany,core,83.70579725,FIN
2000-12-01,DE,Germany,core,84.98547220,FIN
2001-01-01,DE,Germany,core,84.14490140,FIN
2001-02-01,DE,Germany,core,84.47109305,FIN
2001-03-01,DE,Germany,core,84.38327222,FIN
2001-04-01,DE,Germany,core,84.47109305,FIN
2001-05-01,DE,Germany,core,84.47109305,FIN
2001-06-01,DE,Germany,core,84.70946388,FIN
2001-07-01,DE,Germany,core,85.23638886,FIN
2001-08-01,DE,Germany,core,85.17365970,FIN
2001-09-01,DE,Germany,core,84.94783470,FIN
2001-10-01,DE,Germany,core,84.91019721,FIN
2001-11-01,DE,Germany,core,84.91019721,FIN
2001-12-01,DE,Germany,core,86.18987216,FIN
2002-01-01,DE,Germany,core,85.51239719,FIN
2002-02-01,DE,Germany,core,85.88877217,FIN
2002-03-01,DE,Germany,core,85.90131801,FIN
2002-04-01,DE,Germany,core,85.60021802,FIN
2002-05-01,DE,Germany,core,85.86368051,FIN
2002-06-01,DE,Germany,core,85.97659300,FIN
2002-07-01,DE,Germany,core,86.46588049,FIN
2002-08-01,DE,Germany,core,86.31533049,FIN
2002-09-01,DE,Germany,core,86.07695967,FIN
2002-10-01,DE,Germany,core,85.95150134,FIN
2002-11-01,DE,Germany,core,85.83858884,FIN
2002-12-01,DE,Germany,core,87.00535130,FIN
2003-01-01,DE,Germany,core,86.08950550,FIN
2003-02-01,DE,Germany,core,86.40315132,FIN
2003-03-01,DE,Germany,core,86.37805966,FIN
2003-04-01,DE,Germany,core,86.40315132,FIN
2003-05-01,DE,Germany,core,86.29023883,FIN
2003-06-01,DE,Germany,core,86.49097215,FIN
2003-07-01,DE,Germany,core,86.81716381,FIN
2003-08-01,DE,Germany,core,86.90498464,FIN
2003-09-01,DE,Germany,core,86.75443464,FIN
2003-10-01,DE,Germany,core,86.60388465,FIN
2003-11-01,DE,Germany,core,86.44078882,FIN
2003-12-01,DE,Germany,core,87.51973045,FIN
2004-01-01,DE,Germany,core,87.26881379,FIN
2004-02-01,DE,Germany,core,87.56991378,FIN
2004-03-01,DE,Germany,core,87.56991378,FIN
2004-04-01,DE,Germany,core,87.70791795,FIN
2004-05-01,DE,Germany,core,87.65773462,FIN
2004-06-01,DE,Germany,core,87.83337628,FIN
2004-07-01,DE,Germany,core,88.15956793,FIN
2004-08-01,DE,Germany,core,88.32266376,FIN
2004-09-01,DE,Germany,core,87.99647210,FIN
2004-10-01,DE,Germany,core,87.92119711,FIN
2004-11-01,DE,Germany,core,87.75810128,FIN
2004-12-01,DE,Germany,core,88.88722624,FIN
2005-01-01,DE,Germany,core,87.93374294,FIN
2005-02-01,DE,Germany,core,88.20975126,FIN
2005-03-01,DE,Germany,core,88.28502626,FIN
2005-04-01,DE,Germany,core,88.03410960,FIN
2005-05-01,DE,Germany,core,88.41048459,FIN
2005-06-01,DE,Germany,core,88.27248043,FIN
2005-07-01,DE,Germany,core,88.62376375,FIN
2005-08-01,DE,Germany,core,88.72413041,FIN
2005-09-01,DE,Germany,core,88.49830542,FIN
2005-10-01,DE,Germany,core,88.53594292,FIN
2005-11-01,DE,Germany,core,88.33520959,FIN
2005-12-01,DE,Germany,core,89.43924289,FIN
2006-01-01,DE,Germany,core,88.28502626,FIN
2006-02-01,DE,Germany,core,88.68649291,FIN
2006-03-01,DE,Germany,core,88.71158458,FIN
2006-04-01,DE,Germany,core,88.69903875,FIN
2006-05-01,DE,Germany,core,88.74922208,FIN
2006-06-01,DE,Germany,core,88.86213458,FIN
2006-07-01,DE,Germany,core,89.32633039,FIN
2006-08-01,DE,Germany,core,89.23850956,FIN
2006-09-01,DE,Germany,core,89.16323457,FIN
2006-10-01,DE,Germany,core,89.26360123,FIN
2006-11-01,DE,Germany,core,89.11305123,FIN
2006-12-01,DE,Germany,core,90.20453870,FIN
2007-01-01,DE,Germany,core,89.66506788,FIN
2007-02-01,DE,Germany,core,90.11671787,FIN
2007-03-01,DE,Germany,core,90.16690120,FIN
2007-04-01,DE,Germany,core,90.32999703,FIN
2007-05-01,DE,Germany,core,90.50563869,FIN
2007-06-01,DE,Germany,core,90.55582202,FIN
2007-07-01,DE,Germany,core,91.04510950,FIN
2007-08-01,DE,Germany,core,90.99492617,FIN
2007-09-01,DE,Germany,core,90.98238034,FIN
2007-10-01,DE,Germany,core,91.03256367,FIN
2007-11-01,DE,Germany,core,90.94474284,FIN
2007-12-01,DE,Germany,core,92.01113864,FIN
2008-01-01,DE,Germany,core,90.99492617,FIN
2008-02-01,DE,Germany,core,91.54694282,FIN
2008-03-01,DE,Germany,core,91.81040531,FIN
2008-04-01,DE,Germany,core,91.23329700,FIN
2008-05-01,DE,Germany,core,91.50930532,FIN
2008-06-01,DE,Germany,core,91.57203449,FIN
2008-07-01,DE,Germany,core,92.12405113,FIN
2008-08-01,DE,Germany,core,92.23696363,FIN
2008-09-01,DE,Germany,core,92.07386780,FIN
2008-10-01,DE,Germany,core,92.07386780,FIN
2008-11-01,DE,Germany,core,92.12405113,FIN
2008-12-01,DE,Germany,core,93.20299277,FIN
